phrase|label
What will the increase be in the California gas tax by 2000 \?|41
How far is the longest hole in 1 on any golf course and where did it happen \?|40
What whisky is `` known by the company it keeps '' \?|13
What appointments secretary to Richard Nixon went to jail \?|30
Who released the Internet worm in the late 1980s \?|30
What is the name of the American who was captured when his plane went down over Syrian held Lebanon \?|30
Where does the expression `` cloud nine '' come from \?|3
What is lung cancer \?|2
What school does Tom attend in Tom Brown 's School Days \?|29
What basketball player is credited with 23 , 924 rebounds \?|30
How big is a normal size penis for a 15 year old \?|48
What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' \?|25
How many American soldiers remain unaccounted from the Vietnam war \?|38
Where can I find a tape or book to help me say , write and understand Japanese \?|35
How many cables support the main span of the Golden Gate Bridge \?|38
How much did Manchester United spend on players in 1993 \?|41
What was the birthplace of Edgar Allen Poe \?|35
Why were red M Ms discontinued then brought back \?|5
What does it take to become a lawyer \?|17
What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars \?|30
Who invented the fountain \?|30
What room did W C Fields keep his library in \?|35
What causes an earthquake \?|5
What Batman character tools around on a Batcycle \?|30
What are the main blood vessels \?|7
What does `` saute '' mean \?|2
Where can I find the schematics to the windshield wiper mechanism \?|35
What type is a snail \?|6
Who was Sherlock Holmes 's archenemy \?|30
Where is `` Global Schoolhouse '' \?|35
How many years of schooling after highschool does it take to become a neurosurgeon \?|38
What are the top vegetable crops in the world \?|13
What volcano showers ash on Sicily \?|35
Where are the U S headquarters for Procter Gamble \?|35
Why did the Aztecs first think the Spanish were Gods \?|5
What are the rules to `` snow golf '' \?|3
What does Warner Bros call a flightless cuckoo \?|25
When did Mount St Helen last have a major eruption \?|39
How do you say `` eat the day '' in Latin \?|25
What are super balls made of \?|22
What 's the name of Tom Sawyer 's aunt with whom he lives \?|30
What is the fastest growing comic strip of all time \?|9
Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics \?|30
What doctor claimed in a 1946 book `` There is no such thing as a bad boy '' \?|30
How long has L L Cool J been married \?|45
How much did a knight 's armor weigh \?|49
What comedian created a punch drunk pugilist named Cauliflower McPugg \?|30
What is the movie Jonathan Livingstone Seagull \?|9
How tall is Prince Charles \?|40
What is the weight of air \?|49
What is a fear of children \?|11
What is ouzo \?|2
What race is 1 , 137 miles long \?|21
What is the capital of Uruguay \?|32
What does the T S stand for in T S Eliot 's name \?|1
How long is the world 's largest ship , in meters \?|40
Who is William Wordsworth \?|28
What is making love \?|2
Who is Charles Lindbergh \?|28
How tall is the replica of the Matterhorn at Disneyland \?|40
What are the largest deserts in the world \?|35
Where is Qatar \?|35
Why are peanut butter cookies topped with crisscrosses \?|5
What is the richest state in the U S \?|36
Who is the prime minister in Norway \?|30
What is a urologist \?|2
What actress starred in `` The Lion in Winter '' \?|30
What 's bottled in jeroboams \?|17
Who won the rugby world cup in \?|30
What is Nicholas Cage 's profession \?|31
How many times was pitcher , Warren Spahn , a 20 game winner in his 21 major league seasons \?|38
How many pins are used in skittles \?|38
What qualifications are there for individuals donating blood \?|3
What California bridge was Don Brown the first to cross , on May 27 , 1937 \?|35
Who is the famous sister of actress Olivia De Havilland \?|30
Which German president was pressured into appointing Hitler chancellor in 1933 \?|30
How many people have been killed in wars , armed conflicts \?|38
What is the history of the hairdryer \?|3
Which mammal lives , breeds , eats , and sleeps underground \?|6
What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe \?|17
What happened in the city of Dogtown in 1899 \?|3
What was the largest city in the world to declare martial law in 1989 \?|32
What is a fear of sinning \?|11
Where is the Thomas Edison Museum \?|35
What is the name of the highest mountain in Africa \?|34
What mountain range extends from the Gulf of St Lawrence to Alabama \?|34
How many types of lemurs are there \?|38
What are some colorful flowers that will bloom in the fall in New England \?|18
What 's the second most used murder weapon in the U S \?|17
What businesses or agencies would do an employment verification \?|29
What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' \?|30
What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' \?|30
How many claws has a lobster called a pistol lost \?|38
Who was Darth Vader 's son \?|30
What are the four most widely used languages in North America \?|15
What war was fought by the Spanish as far as the Philippines \?|12
How do you make a million bucks \?|4
Who invented the process to make condensed milk \?|30
What is the largest city in Connecticut \?|32
What is the population of the United States \?|43
What actor and actress have made the most movies \?|30
What is the definition of spamming \?|2
Who found Hawaii \?|30
What does IQ stand for \?|1
Where can I find free piano scores for popular music \?|35
When did the American Civil War end \?|39
What country is the largest diamond producer \?|33
How long does it take the moon to revolve around the Earth \?|45
What beer is ` rockin ' America \? ''|13
What is a fear of women \?|11
Who protects DC Comics ' realm of dreams \?|30
What are dinosaur droppings called \?|25
What was the infamous feat of Germany 's U 2 submarine \?|3
What Homerian epic chronicles events toward the end of the Trojan Wars \?|9
When did the vesuvius last erupt \?|39
What is widely used to detect prenatal birth defects \?|17
When did the supercontinent Pangaea break up \?|39
What kind of mammal is a colt \?|6
Who created Harry Lime \?|30
Why do many Native American students not complete college \?|5
What color are a cherry tree 's flowers \?|8
Who was President Cleveland 's wife \?|30
What class of animals makes up more than two thirds of known species \?|6
What was the name of Sergeant Preston of the Yukon 's lead dog \?|6
What film featured a snarly character named Kid Shelleen \?|9
What company named one of its pens `` The Banana '' \?|29
What 's the capital of Monaco \?|32
What do Englishmen weigh themselves in \?|49
How big is the Electoral College \?|48
What is it that walks on four legs , then on two legs , then on three \?|17
What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors \?|12
Who invented the Moog Synthesizer \?|30
Who makes the `` Die Hard '' car battery \?|30
How long does it take to travel from Tokyo to Niigata \?|45
What state is the Filenes store located in \?|36
How does a bill become law \?|4
What is the starting salary of a radiographer \?|41
What is a disaccharide \?|2
Colin Powell is most famous for what \?|5
What star faring race brought about the Inhumans on Marvel 's Earth \?|21
How do you buy stocks \?|4
What does appropriates money mean \?|2
What is the name of Dolly Parton 's rarely seen husband \?|30
Where is the official `` zero '' of the sea level \?|35
Whose old London come on was `` Buy my sweet lavender '' \?|30
How did former WWF wrestler Rick Rude die \?|4
Who wrote the lyrics to Porgy and Bess \?|30
What is a `` False Moon '' \?|2
What 1976 Deep Throat clone provides the leading lady with a second larynx \?|17
What line of luggage is named after a famous American flier \?|17
What is a word whose letters can be rearranged to form a different word \?|27
How many American actors were nominated for the best actor Oscar for 1983 \?|38
When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die \?|39
In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch \?|6
How long was the longest sneezing attack \?|45
How can I get rich quick \?|4
How is the word ` qigong ' pronounced \?|4
What program do I need to run a tbk file \?|9
What is the seafaring name for the southern tip of South America \?|35
What two New York Yankee pitchers swapped wives and families \?|30
What are the 10 plagues of Egypt \?|11
What is the history of Hot Wheels cars , and how are they produced \?|3
What is the rounded part on the top of a matchbook called \?|25
When did Nixon visit China \?|39
What 's the third month of the Gregorian calendar \?|39
What country owns Corsica \?|33
How many queen bees reign in a hive \?|38
What sport features slotbacks , tailbacks , and touchbacks \?|21
What meat complemented sweet potatoes and peas in the first TV dinner \?|13
What is RAM in the computer \?|1
What is a `` repeating voter '' \?|2
What are dingoes \?|2
Where can I find a world atlas map online at no charge \?|35
What Leoncavallo opera features a prologue by a clown \?|9
How can I get someone 's email address \?|4
What ocean did the Titanic sink in \?|35
How did P T Barnum bill the diminutive Charles S Stratton \?|4
In what year was the Wall built \?|39
Name one of King Henry VIII 's wives|30
What southwestern state is dubbed The Silver State \?|36
What are pomegranates \?|2
Why do pharmacists work on raised floors \?|5
What does Robin Williams do \?|31
What country did the Allies invade in World War II 's Operation Avalanche \?|33
What famed river was Hernando de Soto the first European to see \?|35
What chess outcome results when a player has no legal move \?|21
How do they find an epicenter \?|4
When was Christ born \?|39
Where do quality drinks begin \?|35
In order from the top , the four stripes on a can of Pepsi are what colors \?|8
What kind of substance is dextropropoxyphen napsylate \?|22
Who is the French literary charcter who is chiefly famous for his enormous nose \?|30
What were first used by John L Sullivan and James J Corbett in 1892 \?|17
What country surrounds San Marino , the world 's smallest Republic \?|33
Who killed Martin Luther King \?|30
Who owns the rights on a TV program \?|30
What did Cool Hand Luke go to jail for \?|5
What was the V 8 Juice slogan `` the tastebud '' \?|3
What was Mae West 's last film \?|9
What letter does Gorbachev 's middle name start with \?|16
Who invented Astroturf \?|30
What makes you fat \?|5
Name a flying mammal|6
What season does a hiemal activity normally take place in \?|39
What direction do the best surfing beaches face \?|35
What is the world record for the longest hair \?|40
What English word contains the most letters \?|27
How do I know if I 'm jealous of someone \?|4
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose \?|30
How does James Bond like his martinis \?|4
What California bay 's largest island is Angel Island \?|35
What was the name of the flight that Fawaz Younis hijacked \?|26
What former African leader held his country 's boxing title for nine years \?|30
What is a wet dream \?|2
What camera company said , `` If you haven 't got the time , we 've got the camera \? ''|29
What happened to Pepsi Clear \?|3
How much does one ton of cement cost \?|41
What is a Mexican hairless \?|2
What 2th century American poet wrote a four volume biography of Abraham Lincoln \?|30
Where is the oldest living thing on earth \?|35
What piece of jewelry is pictured on Monopoly 's Luxury Tax space \?|17
Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind \?|30
What journalist can be found in and around Walden Puddle \?|30
How did Socrates die \?|4
How many sides does an obelisk have \?|38
What was Edward Albee 's first full length play \?|9
What was lost and regained by poet John Milton \?|17
What woman pitcher has struck out Ted Williams and Hank Aaron \?|30
How can scientists predict weather by observing clouds \?|4
What songs were popular in 1948 \?|9
In what year was the cannon invented \?|39
How many languages does the Pope speak \?|38
What bay divides Maryland 's Eastern and Western Shores \?|35
What is the real name of the singer , Madonna \?|30
What Frenchman claimed the following \? If God did not exist , it would be necessary to invent him ''|30
What color were Ernest Hemingway 's eyes \?|8
What is the origin of the expression `` four letter word '' \?|3
Who was the first woman in space \?|30
What is the only animal that can turn its stomach inside out \?|6
What professional sports league originated the college draft \?|29
What is the difference between a board of directors and an advisory board \?|3
Who discovered imaginary numbers \?|30
Who does the voices of the Simpsons \?|30
How many feet high is the hurdle in front of a runner 's steeplechase water jump \?|38
What religion has the most members \?|20
How many calories are there in a glass of water \?|38
Who is the richest person in the world , without owning a business \?|30
What is SVHS \?|1
What is the chemical reactivity of neon \?|43
Where can I find info on Alexander Mackenzie \?|35
What is the cultural origin of the ceremony of potlatch \?|3
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people \?|32
How many countries watch MTV Europe \?|38
What is SAP \?|1
What layer of the atmosphere contains most of the ozone layer \?|17
What is the airport code for Los Angeles International \?|37
What was the claim to fame of Explorer I , launched February 1 , 1958 \?|5
In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni \?|5
What do the letters CE stand for on so many products , particularly electrical , purchased now \?|1
Where did the real St Nicholas live \?|35
Who manufactures the software , `` PhotoShop '' \?|29
How many eyes does a bat have \?|38
What was Dwight Eisenhower 's favorite card game \?|21
What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while \?|17
What is the origin of the word nevermind \?|3
What is power steering \?|2
Where did Dikembe Mutombo go to college \?|35
What author was appointed U S ambassador to Spain in 1842 \?|30
What body of water does the Yukon River empty into \?|35
Who is Westview High 's band director in Funky Winkerbean \?|30
How does a chick breathe inside an egg \?|4
What is Mark McGwire 's e mail address \?|35
How many maids were milking \?|38
The Kentucky Horse Park is located near what city \?|32
What is the celtic symbol for `` life '' \?|23
What kind of fruit is a Yellow Transparent \?|13
What song put James Taylor in the limelight \?|9
What drink is formed of tequila , orange juice and galliano \?|13
Name four comic strips about pilots|9
What geological time do we live in \?|39
How do you dunk \?|4
Where is the massive North Korean nuclear complex located \?|35
How do plants make food \?|4
Where is Microsoft 's corporate headquarters located \?|35
How did the Hohenzollerns build their power around 17 \?|4
When was China 's first nuclear test \?|39
What is the name given to a group of geese \?|6
Why was Washington , DC originally called District of Columbia \?|5
How do I find a snowboarding website \?|4
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone \?|30
How much can a person be fined for having a dog on a beach \?|41
Why do movie and TV stars get paid so much \?|5
What is a turnkey contract \?|2
What are people doing to help prevent the extinction of birds \?|3
Why is the mile 528 feet \?|5
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in \?|35
How is carbon dioxide removed from natural gas \?|4
Who is Edmund Kemper \?|28
What was Mao , the Chinese leader 's , full name \?|30
When is Dick Clark 's birthday \?|39
Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene mapping research worldwide \?|30
What radio station did Paul Harvey work for \?|29
What character narrates Treasure Island \?|30
What is the correct way to abbreviate cc at the bottom of a business letter \?|0
Who starred with Charlie Chaplin in Modern Times and The Great Dictator \?|30
What Catch 22 character is elected mayor of half a dozen Italian cities \?|30
Whom does Uncle Duke 's girl friend , Honey , room with \?|30
When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight '' \?|30
When was the bar code invented \?|39
What has to be produced in a writ of habeas corpus \?|17
What team did Babe Ruth play his first major league game for \?|29
What class is categorized as the bourgeoisie \?|17
What relative of Leo Tolstoy translated War and Peace eight times \?|30
How does the Nintendo `` Zapper '' work \?|4
How many cards is each player dealt in Contract Bridge \?|38
Who was the second person ever to wear Iron Man 's armor \?|30
What is InterLata Internet service \?|2
Who is the director and editor of the movie Big starring Tom Hanks \?|30
What is the `` fourth dimension '' \?|2
How old was Stevie Wonder when he signed with Motown Records \?|45
What is `` alternative '' anymore \?|2
Why do they call a hamburger a hamburger when there is no ham \?|5
Who won two gold medals in skiing in the Olympic Games in Calgary \?|30
What year was the Avery Dennison company founded \?|39
What are the four railways in Monopoly \?|29
What are the names of all the seas in the world and what ocean do they drain into \?|35
What does BMW stand for \?|1
Name the highest mountain|34
What is a biologist \?|2
What revelation did Alexander Butterfield make to the Senate Watergate committee \?|3
What island is home to statues called Mauis \?|35
What is a fear of black people \?|11
What 's the most extensively grown and eaten food \?|13
What was the worst hurricane \?|12
How can I get started in writing for television \?|4
Where was Pythagoras born \?|35
What 1927 silent film received an international revival in 1981 \?|9
What is the price for AAA 's liability auto insurance \?|41
What is LMDS \?|1
Who are the top ten richest people in the world \?|30
Who is the leader of Brunei \?|30
What is the capital of Italy \?|32
What game does Garry Kasparov play \?|21
How do you get a pointsettia to turn red \?|4
What is kept in Fort Knox that is so valuable \?|17
What is the greatest hiking Web site \?|35
What is the population of Arcadia , Florida \?|38
What Stephen King novel is set in a graveyard for pets \?|9
Who were the head writers for the Smothers Brothers Comedy Hour \?|30
Who portrayed Prewett in From Here to Eternity \?|30
What was the sequel to The Pink Panther \?|9
How many people live in cities \?|38
How high must a mountain be to be called a mountain \?|40
What Scottish poet penned To a Mouse and To a Louse \?|30
What is the name of the inventor of silly putty \?|30
What ocean surrounds the Madeira Islands \?|35
What famous communist leader died in Mexico City \?|30
What was John Steinbeck 's travelling companion Charley \?|17
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe \?|32
How many mines can still be found in the Falklands after the war ended \?|38
How can I get in touch with Michael Moore of `` Roger Me '' \?|4
How is ` qigong ' properly pronounced \?|4
How many gallons of water go over Niagra Falls every second \?|38
What turns blue litmus paper red \?|17
Who was the first woman to run the mile in less than 4 36893 minutes \?|30
How many copies of an album must be sold for it to be a gold album \?|38
What is `` the soft drink for adults '' \?|13
What is the only vegetable that starts with `` z '' \?|13
What is a fear of machinery \?|11
Who awarded The Flying Fickle Finger of Fate \?|30
In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town \?|32
What hide and seek game is played around a tin can \?|21
What is the largest city in Texas \?|32
What future deer hunter portrayed Annie Hall 's neurotic brother , Duane \?|30
What drink is the best thirst quencher \?|13
Where can I get a map of Prussia on the Internet \?|35
What was the longest war in U S history \?|12
What is a `` node '' in computer terms \?|2
What are the five richest countries in the world \?|33
Where is McCarren Airport \?|35
What are the top boy names in the U S \?|30
How many tiles did the Space Shuttle Columbia lose on its second flight \?|38
How many teaspoons make up a tablespoon \?|38
Who was the lyricist and who was the composer between Gilbert and Sullivan \?|30
Who was the lawyer for Randy Craft \?|30
What is the origin of the word Marijuana \?|3
Who was the 3rd president of the United States \?|30
What organ contains the islands of Langerhans \?|7
Name Dick Tracy 's two children|30
What is a fear of points \?|11
How can SQL queries be improved \?|4
What is the most radioactive food \?|13
What was the previous name for the Commonwealth \?|29
How much will gas be taxed in California by the year 2000 \?|41
Who gave King Arthur the round table \?|30
What state in the United States covers the largest area \?|36
How do you make a computer chip \?|4
Who became president of the U S in 1789 \?|30
Who wrote `` The Scarlet Letter '' \?|30
Who did Sara Jane Moore try to assassinate \?|30
What is Linux \?|2
What title did Shevardnadze have during the Soviet era \?|31
What did the pyramid builders of Egypt mainly eat \?|13
What 's the international radio code word for the letter F \?|27
What are the 28 tenses in the English language \?|17
Which king signed the Magna Carta \?|30
What software offers inventors use of CAD like design \?|9
What is agent orange \?|2
Name the child left on a doorstep at the beginning of Gasoline Alley|30
How many zip codes are there in the U S \?|38
In Beetle Bailey , can you name Sarge 's dog \?|6
Why shouldn 't you remove a bee stinger with tweezers \?|5
Which college did Dikembe Mutombo play basketball for \?|29
Why did Europeans first come to Australia and Oceania \?|5
What did the Confederate Constitution say about slavery \?|3
How long does it take the Milky Way Galaxy to make one revolution \?|45
How many people own pets \?|38
What web sites are linked to the Report on Genesis Eldercare \?|35
What is a fear of lice \?|11
How long does it take different materials to decompose \?|45
How many colors are there in a rainbow \?|38
What was Darth Vader 's son named \?|30
What problems contributed to the high failure rate of Plains farmers in the 1800s \?|5
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s \?|30
Where is McCarren Airport located \?|35
How effective are condoms in protecting against AIDS \?|4
What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands \?|35
How many Marx Brothers were there \?|38
How tall is the Matterhorn \?|40
What country is proud to claim Volcano National Park \?|33
When was Babe Ruth born \?|39
Who portrayed Field Marshal Erwin Rommel in The Desert Fox \?|30
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again \?|9
What direction do most baseball pitchers pitch toward \?|35
How many Beanie Baby sites are there \?|38
How can I call a friend in another country when I do not know the telephone number \?|4
What is 55 times sweeter than cane sugar \?|13
Where are diamonds mined \?|35
How do they get Teflon to stick to the pan \?|4
How much money did the Marcos steal from their country \?|41
Who makes the `` cross your heart bra '' \?|30
Who is Archie Bunker 's son in law \?|30
What company produces Spumante \?|29
What is the origin of music \?|3
What does `` B Y O B '' mean \?|1
What major airline has the best safety record in the world \?|29
What President became Chief Justice after his presidency \?|30
How many innings constitute an official baseball game \?|38
What city has a newspaper called The Plain Dealer \?|32
What U S state boasts Leif Ericson Park \?|36
How many flavors does Baskin Robbins offer \?|38
Who was chief engineer of the Starship Enterprise \?|30
How does crosstalk relate to InSb thickness in infrared detectors \?|4
What mayor made so many TV appearances he was asked to join AFTRA in 1984 \?|30
Which type of submarine was bought recently by South Korea \?|26
How much in miles is a ten K run \?|38
When was Beethoven born \?|39
Who is the most sexy celebrity \?|30
What detective lives on Punchbowl Hill and has 11 children \?|30
Where did the ukulele originate \?|35
Rotary engines used to be made by whom \?|30
What does seccession mean \?|2
Who portrayed the title character in the film The Day of the Jackal \?|30
What is the name of the gulf between Sweden and Finland \?|35
Who was the first X Man to die in battle \?|30
What will the weather be today \?|3
Who is the President of Ghana \?|30
Which sex is denied voting rights in Kuwait \?|17
What two countries is Andorra nestled between \?|33
How long ago was the Roe vs Wade decision by the Supreme Court \?|45
What terrorist group was headed by Donald DeFreeze \?|29
What are the four largest mountain ranges in the continental United States \?|34
What is the size of the student body at the University of Massachusetts in Amherst \?|43
How can I determine the radius of an ellipse \?|4
Who starred in the movie The War of the Worlds \?|30
How many different kinds of ice cream are there \?|38
What actor , who had greatest fame on TV , became the father of triplets \?|30
What is the Golden Rule \?|2
What is a movie that Kevin Costner made about Sioux Indians \?|9
What were millions of kids wearing on their heads in 1955 \?|17
How does color affect a person psychologically \?|4
What type of animal is the easiest kept pet there is \?|6
What is sound \?|2
What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife \?|6
What are the current immigration laws in US \?|3
What were the five opening words on Ben Casey \?|27
Why does it say on children 's cough syrup not to drive while using this medication \?|5
What hair color can I use to just cover a little gray \?|8
Where was Tesla born \?|35
What does Larry King do for a living \?|31
Who shot Lee Harvey Oswald \?|30
When did Jaco Pastorius die \?|39
What blood sport features a movement called a veronica \?|21
What was spawned the term `` MiG Alley '' \?|25
What 's the most common street name in America \?|35
What is the difference between khaki and chino \?|3
What is the origin of infinity \?|3
What alloy do copper and tin form \?|22
What plants are found in an estuary \?|18
What are the side effects of mevacor \?|3
What are the top 5 tallest buildings in the world \?|35
Colin Powell is best known for what achievement \?|5
What was the name of the computer in ` 2001 A Space Odyssey ' \?|19
Who portrayed Renaud in Casablanca \?|30
What country has problems with hooligans \?|33
What planet did Percival Lovell discover \?|35
How often are brain cells replaced \?|38
How much did Mercury spend on advertising in 1993 \?|41
What kind of rocket launched the Surveyor spacecraft \?|26
What country contains the westernmost point in South America \?|33
What did Abolitionists try to end \?|17
Why should cigarette smoking be banned \?|5
What year did Charles Dicken die \?|39
What D H Lawrence novel was originally titled Tenderness \?|9
What rock group raised a ruckus at the White House by singing American Woman \?|29
What is a fear of night or darkness \?|11
What is the origin of the rock band Led Zeppelin 's name \?|3
How was Lawrence|4
How do I know if I am pregnant \?|4
When did the last Americans leave Vietnam \?|39
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown \?|30
What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar \?|29
Who was Confucius \?|28
What snack food has ridges \?|13
What 's the most popular four player game of all time \?|21
What 's the meaning of the name Tatiana \?|2
How many people died when the Estonia sank in 1994 \?|38
What Southern California town is named after a character made famous by Edgar Rice Burroughs \?|32
What is the habitat of the chickadee \?|35
What drug is often used to treat AIDS patients \?|11
Which of the five senses develops first \?|17
Where did the name root beer come from \?|3
What city 's the kickoff point for climbs of Mount Everest \?|32
What is the average salary of a paleontologist \?|41
Where is the largest post office building in the world \?|35
Who is currently the most popular singer in the world \?|30
Who was the first animal into space \?|6
What is the correct way to mount a roll of toilet paper \?|24
What Jules Verne novel features scientists held captive in the submarine Nautilus \?|9
Why is Rush 's 2112 called 2112 \?|5
What 's the state motto of California \?|3
What function does homeostasis have on the existence of an organism \?|5
What company started out making pies , and wound up manufacturing plastic throwing toys \?|29
What does the acronym CPR mean \?|1
The Jewish alphabet is called what \?|25
What are the Baltic States \?|2
How many endangered species are there in the world \?|38
Which large U S city had the highest murder rate for 1988 \?|32
Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A Tisket , A Tasket '' \?|30
Who invented basketball \?|30
How has TV affected our society \?|4
When was the last major eruption of Mount St Helens \?|39
What was the name of Humphrey Bogart 's club in Casablanca \?|29
What U S Government agency registers trademarks \?|29
What is osmosis \?|2
What format was the major competition of VHS \?|17
What hockey player did Ronald Reagan joke he would swap Texas for \?|30
What is the world 's deadliest infectious disease \?|11
Which infectious disease is the world 's deadliest \?|11
What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York \?|30
How much did the first Barbie doll sell for in 1959 \?|41
What country was General Douglas McArthur in when he was recalled by President Truman \?|33
What are the five most popular Usenet groups \?|29
What are the seven deadly sins \?|3
What does the name Melissa mean \?|2
What is the nature of snow and how is the formation of snow different from that of ice \?|3
How many head injuries are there in recreational ice skating each year \?|38
A normal human pregnancy lasts how many months \?|38
What kind of sports team is the Buffalo Sabres \?|21
What impenetrable system of French fortifications was built along the German frontier before World War II \?|17
What are new computer games for Windows 95 or 98 \?|21
Who domesticated the wild turkey \?|30
How can I get someone 's phone number if I only have their screen name \?|4
What European race sees the winner of its mountain stage awarded a jersey with large red polka dots \?|21
What country does Ileana Cotrubas come from \?|33
What 's the motto of the Boy Scouts \?|3
What two European countries are joined by the Gran San Bernardo Pass \?|33
What movie did Steven Spielberg direct in 1975 \?|9
What kind of creatures are the Canary Islands named for \?|6
What was the name of the US helicopter pilot shot down over North Korea \?|30
What 's a male `` cuckquean '' \?|2
What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina \?|5
Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies '|30
What does RCA stand for \?|1
Why are ice cream sundaes called sundaes \?|5
What 's the singular of dice \?|27
Who is Olive Oyl 's brother \?|30
What 12 hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads \?|11
What was the first video ever made \?|9
What 's the favorite food of dragonflies \?|13
What king boycotted Prince Charles 's wedding \?|30
What does Nicholas Cage do for a living \?|31
What was the nickname of model Leslie Hornby \?|30
Where is the Taj Mahal \?|35
What 's distinctive about a palmiped 's feet \?|3
In 139 the papal court was forced to move from Rome to where \?|35
What is the first day of the week \?|39
What is goulash \?|2
What capital is built around Monument Circle which contains soldiers and sailors monument \?|32
Name the men 's cologne that is associated with the sea|17
How does a parachute work \?|4
What is the first book of the Old Testament \?|9
How many of them are in sub Saharan Africa \?|38
What is the history of Spartacus , the Roman slave and gladiator \?|3
What famed wall supports the Badaling turret \?|35
Who portrayed Fatman in the television show , `` Jake and the Fatman '' \?|30
What does Melissa mean \?|2
What is form drag \?|2
Who were John F Kennedy 's dogs \?|6
Where are good science sites on the Internet \?|35
What woman was Time 's Man of the Year for 1952 \?|30
What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea \?|5
Who wrote The Ugly Duckling \?|30
Who designed London Bridge \?|30
How many miles are there between Tel Aviv , Israel and Memphis , Tennessee \?|38
How many flavors of ice cream does Howard Johnson 's have \?|38
What weapon did the crossed slits in English castles accommodate \?|17
How can I stop or slow down aging \?|4
Where are the busiest Amtrak rail stations in the U S \?|35
How many freckles does Howdy Doody have on his face \?|38
How does Cos Cob , CT get its name \?|4
Who was considered to be the father of psychology \?|30
How did Super President gain his powers on the animated series \?|4
How tall was the animated King Kong \?|40
What are values \?|2
What is the population of Japan \?|43
Name an American made motorcycle|26
Where was the largest concentration camp in World War II \?|35
How much did Alaska cost when bought from Russia \?|41
How many events make up the decathlon \?|38
What causes blue balls \?|5
What were the first bodies visited by spacecraft \?|35
Who succeeded Nikita Khrushchev as first secretary of the Communist Party \?|30
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff \?|30
Name of the lady the Great Gatsby pines for \?|30
What does a chef coddle eggs in \?|17
How many bails are there in a cricket wicket \?|38
What city was Martin Luther King Jr assassinated in \?|32
What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles \?|30
Where 's the Bernini Bristol Hotel \?|35
What is the capital of Kosovo \?|32
What kind of company is 7 Eleven \?|29
How many letters appear with the numbers 2 to 9 on a telephone dial \?|38
How did the months of the year get there name \?|4
What scale measures earthquakes \?|17
What is a glory hole \?|2
What kind of education would you need to become an athletic trainer for the NFL \?|17
What are the major companies that are part of Dow Jones \?|29
What college did Joe Namath play football for \?|29
What was the minimum wage in 1991 \?|41
What country is the biggest producer of tungsten \?|33
How does it make its colors \?|4
What would happen to Canada if Quebec separated \?|3
When is the Jimmy Buffett concert coming to the E center in Camden NJ \?|39
What is ` Last Chance for Animals ' \?|3
What European country abandoned postage stamps in 1923 because printing them cost more than their face value \?|33
What is the weather like on the moon \?|3
Who was the 1st U S President \?|30
What is the main language of Sao Paulo , Brazil \?|15
How much did Varian Associates try to sell its vacuum products division to the BOC group for \?|41
What is the abbreviation of the International Olympic Committee \?|0
How many people hike \?|38
What are boxcars \?|2
How do I keep cats out of my flower garden for good \?|4
Who played Maria in the film West Side Story \?|30
What is a common anti AIDS drug \?|11
Who bestowed great power upon Captain Britain \?|30
How can you tell when figs are ripe \?|4
How do I love thee \?|4
Which type of soda has the greatest amount of caffeine \?|13
What nationality is a Sicilian \?|33
